title,url,markdown,author,description,date,image,favicon
‪Prof Dr Rita Ghosh‬ - ‪Google Scholar‬,https://scholar.google.com/citations?user=lhn7CWcAAAAJ&hl=en,"Loading...

The system can't perform the operation now. Try again later.

## Citations per year

## Duplicate citations

The following articles are merged in Scholar. Their combined citations are counted only for the first article.

## Merged citations

This ""Cited by"" count includes citations to the following articles in Scholar. The ones marked \* may be different from the article in the profile.

## Add co-authorsCo-authors

## Follow

New articles by this author

New citations to this author

New articles related to this author's research

Email address for updates

Done

[Homepage](https://scholar.google.com/schhp?hl=en)

[My profile](https://scholar.google.com/citations?hl=en) [My library](https://scholar.google.com/scholar?scilib=1&hl=en) [Metrics](https://scholar.google.com/citations?view_op=metrics_intro&hl=en) [Alerts](https://scholar.google.com/scholar_alerts?view_op=list_alerts&hl=en)

[Settings](https://scholar.google.com/scholar_settings?hl=en)

[Sign in](https://accounts.google.com/Login?hl=en&continue=https://scholar.google.com/schhp%3Fhl%3Den)

[Homepage](https://scholar.google.com/schhp?hl=en)

[Sign in](https://accounts.google.com/Login?hl=en&continue=https://scholar.google.com/schhp%3Fhl%3Den)

[Get my own profile](https://scholar.google.com/citations?hl=en)

### Cited byView all

|  | All | Since 2021 |
| --- | --- | --- |
| Citations | 1219 | 463 |
| h-index | 18 | 12 |
| i10-index | 32 | 15 |

0

120

60

30

90

1992199319941995199619971998199920002001200220032004200520062007200820092010201120122013201420152016201720182019202020212022202320242025202671010161927261616101116723122729242117465437351942445265878880107992

Public access

[View all](https://scholar.google.com/citations?view_op=list_mandates&hl=en&user=lhn7CWcAAAAJ)

View all

17 articles

11 articles

available

not available

Based on funding mandates

### Co-authors

- ![Sudipta Bhowmik](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=7McMU6MAAAAJ&citpid=10)[Sudipta Bhowmik](https://scholar.google.com/citations?user=7McMU6MAAAAJ&hl=en) Biophysics, Calcutta University, IndiaVerified email at caluniv.ac.in

- ![Dipanjan Guha](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ccmNX8MAAAAJ&citpid=1)[Dipanjan Guha](https://scholar.google.com/citations?user=ccmNX8MAAAAJ&hl=en) Scientist, University of KalyaniVerified email at klyuniv.ac.in


Follow

![Prof Dr Rita Ghosh](https://scholar.google.com/citations/images/avatar_scholar_128.png)

Prof Dr Rita Ghosh

Professor in Biophsics & former Dean, Faculty of Science, University of Kalyani, Kalyani Nadia

Verified email at klyuniv.ac.in

[radiation biology](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:radiation_biology) [cancer biology](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer_biology) [molecular biology](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology) [biophysics](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biophysics)

ArticlesCited byPublic accessCo-authors

|  |  |  |
| --- | --- | --- |
| [Title](https://scholar.google.com/citations?hl=en&user=lhn7CWcAAAAJ&view_op=list_works&sortby=title)<br>Sort<br>[Sort by citations](https://scholar.google.com/citations?hl=en&user=lhn7CWcAAAAJ&view_op=list_works) [Sort by year](https://scholar.google.com/citations?hl=en&user=lhn7CWcAAAAJ&view_op=list_works&sortby=pubdate) [Sort by title](https://scholar.google.com/citations?hl=en&user=lhn7CWcAAAAJ&view_op=list_works&sortby=title) | Cited by<br>Cited by | [Year](https://scholar.google.com/citations?hl=en&user=lhn7CWcAAAAJ&view_op=list_works&sortby=pubdate) |
| --- | --- | --- |
| [The role of the cellular antioxidant defense in oxidant carcinogenesis](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:4DMP91E08xMC) <br>P Cerutti, R Ghosh, Y Oya, P Amstad<br>Environmental health perspectives 102 (Suppl 10), 123, 1994 | [278](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18115838270088148397) | 1994 |
| [Effect of radiofrequency radiation in cultured mammalian cells: A review](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:W7OEmFMy1HYC) <br>D Manna, R Ghosh<br>Electromagnetic Biology and Medicine 35 (3), 265-301, 2016 | [83](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3309890330029204636) | 2016 |
| [Application of zinc oxide nanoflowers in environmental and biomedical science](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:HoB7MX3m0LUC) <br>VJ Raj, R Ghosh, A Girigoswami, K Girigoswami<br>BBA advances 2, 100051, 2022 | [70](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12533816996497853090) | 2022 |
| [Mechanism of Induction of c- _fos_ by Ultraviolet B (290–320 nm) in Mouse JB6 Epidermal Cells](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:MXK_kJrjxJIC) <br>G Shah, R Ghosh, PA Amstad, PA Cerutti<br>Cancer research 53 (1), 38-45, 1993 | [60](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10639211722802933250) | 1993 |
| [Induced resistance in cells exposed to repeated low doses of H2O2 involves enhanced activity of antioxidant enzymes](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:0EnyYjriUFMC) <br>K Bose, G Bhaumik, R Ghosh<br>Cell biology international 29 (9), 761-767, 2005 | [50](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8178163163937763568) | 2005 |
| [UVB-Induced DNA Breaks Interfere with Transcriptional Induction of c- _fos_](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:IjCSPb-OGe4C) <br>R Ghosh, P Amstad, P Cerutti<br>Molecular and cellular biology 13 (11), 6992-6999, 1993 | [50](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2265050751302088582) | 1993 |
| [Response to γ-irradiation in V79 cells conditioned by repeated treatment with low doses of hydrogen peroxide](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:Y0pCki6q_DkC) <br>K Bose Girigoswami, R Ghosh<br>Radiation and environmental biophysics 44 (2), 131-137, 2005 | [41](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14978158269874932071) | 2005 |
| [Chemotherapeutic potential of 9-phenyl acridine: biophysical studies on its binding to DNA](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:ldfaerwXgEUC) <br>GS Ghosh R, Bhowmik S, Bagchi A, Das J<br>European Biophysics J 39, 1243- 1249, 2010 | [36](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6901208337395308863) | 2010 |
| [NADH dehydrogenase subunits are overexpressed in cells exposed repeatedly to H2O2](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:WF5omc3nYNoC) <br>R Ghosh, K Girigoswami<br>Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis 638 (1 …, 2008 | [32](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4865167252336779695) | 2008 |
| [9-phenyl acridine exhibits antitumour activity by inducing apoptosis in A375 cells](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:Se3iqnhoufwC) <br>R Ghosh, S Bhowmik, D Guha<br>Molecular and cellular biochemistry 361 (1), 55-66, 2012 | [31](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6850840579269337547) | 2012 |
| [Antioxidant enzymes and the mechanism of the bystander effect induced by ultraviolet C irradiation of A375 human melanoma cells](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:UeHWp8X0CEIC) <br>R Ghosh, D Guha, S Bhowmik, S Karmakar<br>Mutation Research/Genetic Toxicology and Environmental Mutagenesis 757 (1 …, 2013 | [29](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2160278850773496070) | 2013 |
| [A Fluorescent Guanosine Dinucleoside as a Selective Switch‐On Sensor for _c‐myc_ G‐Quadruplex DNA with Potent Anticancer Activities](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:Tyk-4Ss8FVUC) <br>YP Kumar, S Bhowmik, RN Das, I Bessi, S Paladhi, R Ghosh, H Schwalbe, ...<br>Chemistry–A European Journal 19 (35), 11502-11506, 2013 | [27](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2726847077006328030) | 2013 |
| [Supernatant medium from UV-irradiated cells influences the cytotoxicity and mutagenicity of V79 cells](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:LkGwnXOMwfcC) <br>R Ghosh, G Bhaumik<br>Mutation Research/Environmental Mutagenesis and Related Subjects 335 (2 …, 1995 | [27](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6317549975226549001) | 1995 |
| [Vaccination with membrane-associated idiotype provides greater and more prolonged protection of animals from tumor challenge than the soluble form of idiotype.](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:70eg2SAEIzsC) <br>SK Ghosh, LM White, R Ghosh, RB Bankert<br>Journal of immunology (Baltimore, Md.: 1950) 145 (1), 365-370, 1990 | [23](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11690635659435308641) | 1990 |
| [Novel 1, 4-dihydropyridine induces apoptosis in human cancer cells through overexpression of Sirtuin1](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:ULOm3_A8WrAC) <br>D Manna, R Bhuyan, F Saikh, S Ghosh, J Basak, R Ghosh<br>Apoptosis 23 (9), 532-553, 2018 | [22](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12958836431253807085) | 2018 |
| [Suppression of apoptosis leads to cisplatin resistance in V79 cells subjected to chronic oxidative stress](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:qxL8FJ1GzNcC) <br>R Ghosh, K Girigoswami, D Guha<br>Indian Journal of Biochemistry and Biophysics 49 (5), 363, 2012 | [21](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15180525274335251820) | 2012 |
| [Oxidative stress in lung diseases](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:bEWYMUwI8FkC) <br>S Chakraborti, T Chakraborti, SK Das, D Chattopadhyay<br>Springer 1, p331, 2019 | [18](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16814093604213340991) | 2019 |
| [Studies on the interaction of a synthetic nitro-flavone derivative with DNA: A multi-spectroscopic and molecular docking approach](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:5nxA0vEk-isC) <br>A Mitra, F Saikh, J Das, S Ghosh, R Ghosh<br>Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy 203, 357-369, 2018 | [18](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8300369367000908967) | 2018 |
| [A binuclear chloride bridged Cu (II) and a mononuclear Ni (II) complex: synthesis, crystal structure, photo catalytic and biological studies](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:e5wmG9Sq2KIC) <br>K Jana, R Maity, H Puschmann, A Mitra, R Ghosh, SC Debnath, A Shukla, ...<br>Inorganica Chimica Acta 515, 120067, 2021 | [17](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6127295629325757137) | 2021 |
| [Trianthema portulacastrum L.: Traditional medicine in healthcare and biology](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lhn7CWcAAAAJ&citation_for_view=lhn7CWcAAAAJ:HDshCWvjkbEC) <br>D Uttam, S Tanmay, G Rita, D Subir Kumar<br>Indian Journal of Biochemistry and Biophysics (IJBB) 57 (2), 127-145, 2020 | [17](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8839538942693283857) | 2020 |

The system can't perform the operation now. Try again later.

Articles 1–20

Show more

[Privacy](https://www.google.com/intl/en/policies/privacy/) [Terms](https://www.google.com/intl/en/policies/terms/)Help

[About Scholar](https://scholar.google.com/intl/en/scholar/about.html) [Search help](https://support.google.com/websearch?p=scholar_dsa&hl=en)",,"‪Professor in Biophsics &  former Dean, Faculty of Science, University of Kalyani, Kalyani Nadia‬ - ‪‪Cited by 1,219‬‬ - ‪radiation biology‬ - ‪cancer biology‬ - ‪molecular biology‬ - ‪biophysics‬",,https://scholar.google.com/citations/images/avatar_scholar_256.png,https://scholar.google.com/favicon.ico
‪Dr. Mohd Shafique‬ - ‪Google Scholar‬,https://scholar.google.com/citations?user=CkTi_ncAAAAJ&hl=en,"Loading...

The system can't perform the operation now. Try again later.

## Citations per year

## Duplicate citations

The following articles are merged in Scholar. Their combined citations are counted only for the first article.

## Merged citations

This ""Cited by"" count includes citations to the following articles in Scholar. The ones marked \* may be different from the article in the profile.

## Add co-authorsCo-authors

## Follow

New articles by this author

New citations to this author

New articles related to this author's research

Email address for updates

Done

[Homepage](https://scholar.google.com/schhp?hl=en)

[My profile](https://scholar.google.com/citations?hl=en) [My library](https://scholar.google.com/scholar?scilib=1&hl=en) [Metrics](https://scholar.google.com/citations?view_op=metrics_intro&hl=en) [Alerts](https://scholar.google.com/scholar_alerts?view_op=list_alerts&hl=en)

[Settings](https://scholar.google.com/scholar_settings?hl=en)

[Sign in](https://accounts.google.com/Login?hl=en&continue=https://scholar.google.com/schhp%3Fhl%3Den)

[Homepage](https://scholar.google.com/schhp?hl=en)

[Sign in](https://accounts.google.com/Login?hl=en&continue=https://scholar.google.com/schhp%3Fhl%3Den)

[Get my own profile](https://scholar.google.com/citations?hl=en)

### Cited byView all

|  | All | Since 2021 |
| --- | --- | --- |
| Citations | 31 | 21 |
| h-index | 4 | 3 |
| i10-index | 0 | 0 |

0

12

6

201520162017201820192020202120222023202412211333123

Public access

[View all](https://scholar.google.com/citations?view_op=list_mandates&hl=en&user=CkTi_ncAAAAJ)

View all

1 article

3 articles

available

not available

Based on funding mandates

### Co-authors

- ![mohan garg](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Knv5C7EAAAAJ&citpid=1)[mohan garg](https://scholar.google.com/citations?user=Knv5C7EAAAAJ&hl=en) Panjab UniversityVerified email at pu.ac.in

- ![Avneet Saini](https://scholar.google.com/citations/images/avatar_scholar_56.png)[Avneet Saini](https://scholar.google.com/citations?user=QmmPnLEAAAAJ&hl=en) Professor in Biophysics, Panjab UniversityVerified email at pu.ac.in

- ![Rajbinder Kaur Virk](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xD3Q4BsAAAAJ&citpid=3)[Rajbinder Kaur Virk](https://scholar.google.com/citations?user=xD3Q4BsAAAAJ&hl=en) Panjab University, IISER-Mohali, Postdoctoral Scholar CWRU (Ohio)Verified email at case.edu

- ![Biraja Mohanty](https://scholar.google.com/citations/images/avatar_scholar_56.png)[Biraja Mohanty](https://scholar.google.com/citations?user=LQ7YhWEAAAAJ&hl=en) Department of Biophysics, Panjab UniversityVerified email at pu.ac.in

- ![Shivcharan Verma](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xFHUqWEAAAAJ&citpid=4)[Shivcharan Verma](https://scholar.google.com/citations?user=xFHUqWEAAAAJ&hl=en) Sr. Application Scientist, RACVerified email at rigaku.com

- ![Kalyan Vaid](https://scholar.googleusercontent.com/citations?view_op=small_photo&user=7WjknFAAAAAJ&citpid=18)[Kalyan Vaid](https://scholar.google.com/citations?user=7WjknFAAAAAJ&hl=en) Biophysics, NanoScience, PU Chd, CSIR-IMTECH, DBT-NABI, CSIR-CSIO, IKiFP PAN, CATRIN-RCPTM (current)


Follow

![Dr. Mohd Shafique](https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CkTi_ncAAAAJ&citpid=5)

Dr. Mohd Shafique

Indian Institute of Technology, Ropar

Verified email at iisermohali.ac.in

[Biochemistry](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry) [NMR Spectroscopy](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nmr_spectroscopy) [Structural Biology](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_biology) [Structural Bioinformatics](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_bioinformatics) [Immuno-informatics](https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:immuno_informatics)

ArticlesCited byPublic accessCo-authors

|  |  |  |
| --- | --- | --- |
| [Title](https://scholar.google.com/citations?hl=en&user=CkTi_ncAAAAJ&view_op=list_works&sortby=title)<br>Sort<br>[Sort by citations](https://scholar.google.com/citations?hl=en&user=CkTi_ncAAAAJ&view_op=list_works) [Sort by year](https://scholar.google.com/citations?hl=en&user=CkTi_ncAAAAJ&view_op=list_works&sortby=pubdate) [Sort by title](https://scholar.google.com/citations?hl=en&user=CkTi_ncAAAAJ&view_op=list_works&sortby=title) | Cited by<br>Cited by | [Year](https://scholar.google.com/citations?hl=en&user=CkTi_ncAAAAJ&view_op=list_works&sortby=pubdate) |
| --- | --- | --- |
| [Potential anticancer peptides design from the cysteine rich plant defensins: An in silico approach](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:Tyk-4Ss8FVUC) <br>M Shafique, SP Sarma<br>Indian Journal of Biochemistry and Biophysics (IJBB) 59 (9), 900-908, 2022 | [8](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=590679727707248806) | 2022 |
| [Construction and conformational behavior of peptoids with _cis_-amide bond geometry: design of a peptoid with alternate φ, ψ values of _inverse_ PP-II/PP-II and PP-I …](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:u5HHmVD_uO8C) <br>FS Nandel, RR Jaswal, A Saini, V Nandel, M Shafique<br>Journal of molecular modeling 20 (9), 2429, 2014 | [7](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12240453101601542520) | 2014 |
| [Tracing biodistribution of essential and toxic elements in rat liver through PIXE](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:IjCSPb-OGe4C) <br>RK Virk, M Shafique, K Vaid, S Verma, MP Bansal, ML Garg, BP Mohanty<br>Nuclear Instruments and Methods in Physics Research Section B: Beam …, 2020 | [6](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1113046317900027251) | 2020 |
| [Gly→ Ala point mutation and conformation of Poly-Ala Stretch of PABPN1: a molecular dynamics study](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:d1gkVwhDpl0C) <br>M Shafique, ML Garg, FS Nandel<br>Journal of Biophysical Chemistry 6 (2), 54-63, 2015 | [6](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6830886119043612379) | 2015 |
| [Conformational behavior of phenylglycines and hydroxyphenylglycines and non-planarity of phenyl rings](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:9yKSN-GCB0IC) <br>FS Nandel, M Shafique<br>Indian Journal of Biochemistry & Biophysics 51 (5), 350-357, 2014 | [2](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17802091996690506557) | 2014 |
| [Conformational behavior of polyalanine peptides with and without protecting groups of varying chain lengths: population of PP-II structure!](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:2osOgNQ5qMEC) <br>FS Nandel, ML Garg, M Shafique<br>Journal of Molecular Modeling 21 (5), 123, 2015 | [1](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17857588589313436198) | 2015 |
| [A Unique Conformational Behaviour of Glutamine Peptides](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:u-x6o8ySG0sC) <br>M Baskar, M Shafique, FS Nandel<br>Journal of Biophysical Chemistry 5 (2), 33-43, 2014 | [1](https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2171031301868018779) | 2014 |
| [Structure and Function of a Potent Subtilisin Inhibitor from Budgett's frog, Lepidobatrachus laevis](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:W7OEmFMy1HYC) <br>M Rami, M Shafique, SP Sarma<br>Toxicon 248, 107910, 2024 |  | 2024 |
| [Structural, Functional, and Mutational Studies of a Potent Subtilisin Inhibitor from Budgett’s Frog, _Lepidobatrachus laevis_](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:Y0pCki6q_DkC) <br>M Rami, M Shafique, SP Sarma<br>Biochemistry 62 (20), 2952-2969, 2023 |  | 2023 |
| [Peptide Bond Planarity](https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CkTi_ncAAAAJ&citation_for_view=CkTi_ncAAAAJ:YsMSGLbcyi4C) <br>N FS, M Baskar, V Nandel, M Shafique |  |  |

The system can't perform the operation now. Try again later.

Articles 1–10

Show more

[Privacy](https://www.google.com/intl/en/policies/privacy/) [Terms](https://www.google.com/intl/en/policies/terms/)Help

[About Scholar](https://scholar.google.com/intl/en/scholar/about.html) [Search help](https://support.google.com/websearch?p=scholar_dsa&hl=en)",,"‪Indian Institute of Technology, Ropar‬ - ‪‪Cited by 31‬‬ - ‪Biochemistry‬ - ‪NMR Spectroscopy‬ - ‪Structural Biology‬ - ‪Structural Bioinformatics‬ - ‪Immuno-informatics‬",,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=CkTi_ncAAAAJ&citpid=5,https://scholar.google.com/favicon.ico
